,category,legName,pieceName,content
1105,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",14-Replacement of section 14 of the principal enactment.txt,"Section 14 of the principal enactment is hereby repealed and the following section substituted therefor :-
“Employment of children by parents or guardians.
14.

(1) A child may not be employed except –
(a) by his parents or guardian in light agricultural or horticultural work or similar work carried on by members of the same family before the commencement of regular school hours or after the close of school hours;
(b) in any school or other institution supervised by a public authority and imparting technical education or other training for the purpose of any trade or occupation.

(2) If a child is employed in contravention of the provisions of subsection (1) the employer or the person (other than the child employed) to whose act or default the contravention is attributable shall be guilty of an offence under this Act and shall on conviction after summary trial before a Magistrate be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment and in addition be ordered to pay compensation of such amount as may be determined by the court, to the child in respect of whom the offence was committed.”."
1106,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",15-Amendment of section 15 of the principal enactment.txt,Section 15 of the principal enactment is hereby amended by the substitution for all the words commencing from “notwithstanding” to the end of that section of the words “notwithstanding that the employment may be authorized by the provisions of this Part of the Act.”.
1107,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",16-Amendment of section 16 of the principal enactment.txt,"Section 16 of the principal enactment is hereby amended as follows ;-

(a) in subsection (1) of that section by the substitution for the words “the employer of any child and the parent or guardian of that child” of the words.” the employer of any child and the parent, custodian or guardian of that child”

(b) in subsection (2) of that section
(i) by the substitution for the words “Any employer, parent or guardian” of the words. “Any employer, parent, custodian or guardian”; and
(ii) by the substitution for all the words from “be liable” to the end of that subsection of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment.”."
1108,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",17-Amendment of section 17 of the principal enactment.txt,"Section 17 of the principal enactment is hereby amended in subsection (2) of that section, by the substitution for all the words from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve moths or to both such fine and imprisonment, and shall in addition be ordered to pay compensation of such amount as may be determined by the court, to the child in respect of whom the offence was committed.”."
1109,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",18-Amendment of section 18 of the principal enactment.txt,"Section 18 of the principal enactment is hereby amended in subsection (2) of that section, by the substitution for all the words from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment, and shall in addition be ordered to pay compensation of such amount as may be determined by the court, to the child in respect of whom the offence was committed.”."
1110,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",19-Amendment of section 19 of the principal enactment.txt,"Section 19 of the principal enactment is hereby amended as follows:-

(a) in subsection (1) of that section, by the substitution enactment for the words “age of sixteen years” of the words “age of eighteen years”;

(b) in subsection (2) of that section
(i) by the substitution for the words “age of sixteen years”, of the words “age of eighteen years”;
(ii) by the substitution for all the words from “be liable” to the end of that subsection of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment and shall be ordered to pay compensation of an amount determined by the court ,to the person in respect of whom the offence was committed.”; and

(c) in the marginal note to that section, by the substitution for the words “sixteen years of age” of the words “eighteen years of age”."
1111,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",20-Amendment of section 20 of the principal enactment.txt,"Section 20 of the principal enactment is hereby amended as follows :
(a) by the repeal of subsection (1) of that section and substitution therefor of the following subsection:- “(1) No child or young person who has not attained the age of 16 years shall be trained to take part in performances of a dangerous nature.”.
(b) in subsection (2) of that section, by the substitution for the words “under the age of sixteen years”, of the words “under the age of eighteen years”;
(c) in subsection (3) of that section, by the substitution for, all the words commencing from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or to imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment, and shall in addition be ordered to pay compensation of such amount as may be determined by the court, to the person in respect of whom the offence was committed.” ; and
(d) in subsection (4) of that section, by the substitution for the words “age of fourteen years”, of the words “age of sixteen years” and by the substitution for the words “age of sixteen years”, of the words “age of eighteen years”."
1112,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",21-Amendment of section 21 of the principal enactment.txt,"Section 21 of the principal enactment is hereby amended in subsection (3) of that section, by the substitution for all the words from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment, and shall in addition be ordered to pay compensation of such amount as may be determined by the court, to the person in respect of whom the offence was committed.”."
1113,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",22-Amendment of section 22 of the principal enactment.txt,"Section 22 of the principal enactment is hereby amended as follows : –

(a) in subsection (1) of that section by the substitution for the words “The employer, parent or guardian” of the words, “The: employer, parent, custodian or guardian”;

(b) in subsection (2) of that section.
(a) by the substitution for the words ‘any employer parent or guardian”, of the words, “any employer, parent, custodian or guardian” ; and
(b) by the substitution for all the words from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of cither description for a period not exceeding twelve months or to both such fine and imprisonment.”."
1114,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",23-Amendment of section 24 of the principal enactment.txt,"Section 24 of the principal enactment is hereby amended in subsection (2) of that section, by the substitution for all the words from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment.”."
1115,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",24-Amendment of section 25 of the principal enactment.txt,"Section 25 of the principal enactment is hereby amended as follows :-
(a) by the repeal of the marginal note to that section and substitution therefor of the following marginal note : – “Powers of entry and search” ;
(b) in subsection (1) of that section, by the substitution for the words “may enter”, of the words, “may enter and search” ; and
(c) in subsection (3) thereof, by the substitution for all the words from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment."
1116,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",25-Amendment of section 26 of the principal enactment.txt,"Section 26 of the principal enactment is hereby amended in subsection (2) of that section, by the substitution for all the words from “be liable” to the end of that subsection, of the words, “be liable to a fine not exceeding ten thousand rupees or imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment.”."
1117,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",26-Amendment of section 30 of the principal enactment.txt,"Section 30 of the principal enactment is hereby amended as follows ;

(a) by the insertion immediately after subsection (I) of that section of the following subsection :
“(1A) Where any Government Medical Officer examines any person under preceding subsection (1), it shall be the duty of such Medical Officer to issue a certificate as regards the age of such young person or child and such certificate shall be admissible in evidence and shall be, prima facie. evidence of the facts stated therein.” ;

(b) by the repeal of subsection (2) of that section and the substitution there for of the following subsection ;
“(2) Every employer who contravenes the provisions of subsection (1) of this section shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding ten thousand rupees or imprisonment of cither description for a period not exceeding twelve months or to both such fine and imprisonment.”."
1118,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",27-Amendment of section 34 of the principal enactment.txt,"Section 34 of the principal enactment is hereby amended as follows :-
(a) in subsection (1) thereof by the substitution for the definition of the expression” authorized officer” and the substitution therefor of the following new definition :- “authorized officer” means the Commissioner of Labour, Additional Commissioner of Labour, a Deputy Commissioner of Labour and an Assistant Commissioner of Labour and includes any Medical Officer, the Chief Factory Inspecting Engineer, any Factory Inspecting Engineer, any Labour Officer or any Statistical Officer or any Statistician attached to the Department of Labour;”;
(b) by the insertion of the following definition, immediately after the definition of the expression” child” :- “custodian” means any person appointed by a court of law, who shall have the custody of the child, and on behalf of the child, manage the affairs of such child ;”;
(c) by the omission of the definition of the expression” street trading”."
1119,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 8 of 2003",28-Sinhala text to prevail in case of inconsistency.txt,"In the event of any inconsistency between the Sinhala and Tamil text of this Act, the Sinhala text shall prevail."
1120,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 24 of 2006",0-Intro.txt,"Employment of Women, Young Persons and Children  (Amendment)
AN ACT TO AMEND THE EMPLOYMENT OF WOMEN, YOUNG PERSONS AND CHILDREN ACT, NO. 47 OF 1956
BE it enacted by the Parliament of the Democratic Socialist Republic of Sri Lanka as follows :-
[21st August, 2006 ]"
1121,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 24 of 2006",1-Short title.txt,"This Act may be cited as the Employment of Women, Young Persons and Children (Amendment) Act, No. 24 of 2006."
1122,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 24 of 2006",2-Insertion of new.txt,"The following new section is hereby inserted immediately after section 20 of the Employment of Women, Young Persons and Children Act, No. 47 of 1956, and shall have effect as section 20A thereof :-
“Prohibition against persons under eighteen years of age being employed in hazardous occupations.
20A.
(1) No person under the age of eighteen years shall be employed in any hazardous occupation, which shall be prescribed in accordance with the guidelines specified in subsection (2).

(2) In prescribing hazardous occupations for purpose of the subsection (1), the Minister shall take into consideration the nature or the circumstances in which the occupation is being carried out and the harm that may be caused as a result thereof to the health, safety or morals of a person referred to in subsection (1).

(3) Any person who employs a person under the age of eighteen years in contravention of subsection (1) of this section shall be guilty of offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding ten thousand rupees or to imprisonment of either description for a period not exceeding twelve months or to both such fine and imprisonment and shall in addition, be ordered to pay as compensation of such amount as may be determined by the Magistrate, to the person in respect of whom the offence was committed. “."
1123,employment,"Employment of Women, Young Persons and Children (Amendment) Act, No. 24 of 2006",3-Sinhala text to prevail in case of any inconsistency.txt,"In the event of any inconsistency between the Sinhala and Tamil texts of this Act, the Sinhala text shall prevail."
1124,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",0-Intro.txt,"Employment Of Women, Young Persons And Children, The Factories And The Shop And Office Employees (Regulation Of Employment And Remuneration) (Amendment)
AN ACT TO PROVIDE FOR THE EMPLOYMENT OF WOMEN AT NIGHT IN FACTORIES AND INDUSTRIAL UNDERTAKINGS ; TO PROVIDE SAFEGUARDS FOR THE PROTECTION OF WOMEN WORKING AT NIGHT AND TO PROVIDE FOR MATTERS CONNECTED THEREWITH OR INCIDENTAL THERETO.
BE it entitled by the Parliament of the Democratic Socialist of Sri Lanka as follows:-
[3rd August, 1984 ]"
1125,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",1-Short title.txt,"This Act may be cited as the Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984."
1126,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",2-Amendment of section 2 of Act No. 47 of 1956.txt,"Section 2 of the Employment of Women, Young Persons, and Children Act, No. 47 of 1956 (hereinafter in this Part referred to as the “principal enactment”) is hereby amended by the repeal of subsection (1) thereof and the substitution therefor of the following new subsection : –

” (1) Subject to the provisions of this Part, no person shall employ at any time during the night, a person under the age of eighteen years, in a public or private industrial undertaking or in a branch thereof.”."
1127,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",5-Amendment of section 67 of chapter 128.txt,"Section 67 of the Factories Ordinance (hereafter in this Part referred to as “the principal enactment”) is hereby amended by the repeal of paragraph (b) thereof, and the substitution therefor, of the following paragraph : –

” (b) the period of employment in the case of young persons who have not attained the age of sixteen shall not exceed twelve hours in any day and shall neither begin earlier than six o’clock in the morning nor end later than six o’clock in the evening, and in the case of young persons who have not attained the age of eighteen the period of employment’ shall not end later than eight o’clock in the evening, and on not less than one day in the week, one o’clock in the afternoon.”."
1128,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",6-Insertion of new section 67A in the enactment.txt,"The following new section is hereby inserted immediately after section 67, of the principal enactment and shall have effect as section 67A of that enactment:
“Employment night in a factory or an industrial undertaking.
7A

(1) Subject to the provisions of this Part every woman employed in a factory shall be permitted to work throughout the night.

(2) Employment of a woman at night, in a factory shall be subject to the following conditions ;-
(a) no woman shall be compelled to work at night against her will;
(b) that written sanction of the Commissioner of Labour should be obtained by every occupier of a factory prior to the employment by Mm, of women, to work after 10 p.m at night;
(c) no woman who has been employed during the hours of 6 a.m. and 6 p.m. shall be employed after 10 p.m. on any day;
(d) every woman who works at night shall be in receipt of a payment of not less than one and a half times the normal, payment received by her;
(e) there shall be appointed female wardens to see to the welfare of woman workers, who work at night;
(f) every woman worker, working at night shall be provided with rest rooms and refreshments by the employer;
(g) no woman shall be employed for more than ten days on night work, during any one month.”."
1129,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",9-Amendment of section 10 in Chapter 128.txt,"Section 10 of the Shop and Office Employees (Regulation of Employment
and Remuneration) Act is hereby amended in subsection (2) of that section as
follows:

(1) by the insertion immediately after paragraph (II) of the proviso to that section, of the following new paragraph:
(iii) any female who has attained the age of eighteen years may be employed in or about the business of a shop or office for the period, or for any part of the period, between 6 p.m. and 8 p.m.”; and

(2) by the renumbering of paragraph (iii), of the proviso, as paragraph (iv) thereof."
1130,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984","3-Insertion of new section 2A, 2B and 2C in the principal enactment.txt","The following new sections are hereby inserted immediately after section 2 of the principal enactment and shall have effect as sections 2A, 2B and 2C, respectively of that enactment:-

“Employment of woman at night in any industrial undertaking.
2A
(1) Subject to the provisions of this night in any Part every woman employed in an industrial undertaking shall be permitted to work undertaking throughout the night
(2) Employment of a woman at night shall be subject to the following conditions :-
(a) no woman shall be compelled to work at night against her will;
(b) that written sanction of the commissioner of Labour should be obtained by every employer, prior to the employment by him of women to work after 10 p.m. at night;
(c) no woman who has been employed during the hours of 6 a.m. and 6 p.m. shall be employed after 10 p.m. on any day;
(d) every woman who works at night not less than one and a half times the normal payment received by her;
(e) there shall be appointed female wardens to see to the welfare of woman workers who work at night;
(f) every woman worker working at night shall be provided with restrooms and refreshments by the employer ;
(g) no woman shall be employed for more than ten days on night work, during any one month.

Provisions of section 2A not to apply to women holding responsible positions & c.
2B
(a) to women holding responsible positions of a managerial or technical character;
(b) to women employed in health and welfare services who are not ordinarily engaged in manual work ; and
(c) to an industrial undertaking in which only members of the same family are employed.

Minister may prohibit employment of women at night in industrial undertakings.
2C
When in a case of serious emergency, the public interest demands it, the Minister may, after consultations with the employers’ and workers’ organizations concerned, if any, by Order published in the Gazette, vary the conditions set out in section 2A, in relation of employment of women, or prohibit employment of women, during the night in any industrial undertaking or undertakings or branches thereof.”."
1131,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",4-Amendment of section 3 of the principal enactment.txt,"Section 3 of the principal enactment is hereby amended as follows : –
(1) by the repeal of subsections (1) and (2) thereof : –
(2) in subsection (6) by the substitution for all the words and figures from ” permit women and young persons to be employed” to “so employed shall”, of the words and figures ” permit young persons to be employed in any industrial undertaking or in any branch thereof during that part of the night which falls between 7 p.m. and 11 p.m. subject to the condition that no young persons so employed shall”."
1132,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",7-Amendment of section 68 of the principal enactment.txt,"Section 68 of the principal enactment is hereby amended by the repeal of paragraph (b) of subsection (2) of that section and the substitution therefor, of the following paragraph :-

” (b) the period of employment for the woman or young person shall not exceed twelve hours in any day and shall not in the case of young persons extent outside the hours specified in this Part for the beginning and end of the period of employment.”."
1133,employment,"Employment of Women, Young Persons and Children, the Factories and the Shop and Office Employees (Regulation of Employment and Remuneration) (Amendment) Act, No. 32 of 1984",8-Amendment of section 73 of the principal enactment.txt,"Section 73 of the principal enactment is hereby amended by the repeal of paragraph (a) of subsection (1) of that section and the substitution therefor, of the following paragraph: – a

” (a) a young person shall not be employed in a factory on a Sunday or on such other week day as may be prescribed in lieu of Sunday, nor shall a young person employed in any factory on any other day of the week, be employed on Sunday or such prescribed week-day about business of the factory or in any other business carried on by the occupier; and “."
1134,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",0-Intro.txt,"Employment Of Women, Young Persons, And Children

Acts Nos. 47 of 1956. 43 of 1964.
AN ACT TO REGULATE THE EMPLOYMENT OF WOMEN, YOUNG PERSONS, AND CHILDREN"
1135,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",1-Short title.txt,"This Act may be cited as the Employment of Women, Young Persons, and Children Act, No. 47 of 1956."
1136,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956","2-Restrictions on night work in industrial undertakings. {[§ 2, 43 of 1964.]}.txt","(1) Subject to the other provisions of this Part, no person shall employ at any time during the night-
(a) a woman, or
(b) a person under the age of eighteen years, in a public or private industrial undertaking or in a branch thereof.

(2) If a person is employed in contravention of subsection (1) of this section, the employer and any person (other than the person employed) to whose act or default the contravention is attributable shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding one thousand rupees or imprisonment of either description for a period not exceeding six months or both such fine and such imprisonment."
1137,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",3-Exceptions to restrictions on night work in industrial undertakings.txt,"(1) The provisions of section 2 with respect to the employment of women during the night shall not apply-
(a) to women holding responsible positions of a managerial or technical character,
(b) to women employed in health and welfare services who are not ordinarily engaged in manual work,
(c) to an industrial undertaking in which only members of the same family are employed,
(d) in a case of force majeure, when in an industrial undertaking there occurs an interruption of work which it was impossible to foresee and which is not of a recurring character, if it is reported, within seven days of its occurrence, to the Commissioner of Labour, and
(e) in a case where the work has to do with raw materials or materials in course of treatment which are subject to rapid deterioration and work during the night is necessary to preserve such materials from loss and the permission of an authorized officer to perform such work during the night has been obtained.

(2) When in a case of serious emergency, the public interest demands it, the Minister may, after consultation with the employers’ and workers’ organizations concerned, if any, suspend, by Order published in the Gazette, the prohibition of the employment of women during the night in any industrial undertaking or undertakings or branches thereof. Every such suspension shall be notified to the Director-General of the International Labour Office by the Government of Ceylon in its annual report on the application of the convention concerning night work of women employed in industrial undertakings. [§ 3, 43 of 1964.]

(3) The Minister may, after consultation with the employers’ and workers’ organizations concerned, if ,any, authorize, by Order published in the Gazette, the employment during the night of male young persons who have attained the age of sixteen years but are under the age of eighteen years for purposes of apprenticeship or vocational training in such industrial undertakings required to be carried on continuously as is or are specified in the Order.

(4) Where in an industrial undertaking there occurs an emergency which could not have been controlled or foreseen and which is not of a periodical character and which interferes with the normal working of that undertaking, then, during that emergency, the provisions of section 2 with respect to the employment of persons under the age of eighteen years during the night shall not apply to persons between the ages of sixteen and eighteen years employed in that undertaking, if the emergency is reported, within seven days of its occurrence, to the Commissioner of Labour.

(5) When in a case of serious emergency the public interest demands it, the Minister may, after consultation with the employers’ and workers’ organizations concerned, if any, by Order published in the Gazette, suspend, only with respect to persons between the ages of sixteen and eighteen years, the prohibition of the employment of persons under the age of eighteen years during the night in any industrial undertaking or undertakings or branches thereof.

(6) If the Minister considers it expedient to do so, he may, by Order published in the Gazette, permit women and young persons to be employed in any industrial undertaking or in any branch thereof during that part of the night which falls between 7 p.m. and 11 p.m. subject to the condition that no woman or young person so employed shall be required or permitted to work in such undertaking or branch at any time during the eleven hours immediately following 11 p.m.

(7) Regulations may be made to exempt from the application of the provisions of this Part relating to persons under the age of eighteen years the employment of such persons on work which is not deemed by the Minister to be harmful, prejudicial, or dangerous to them in a family undertaking wherein only parents and their children or wards are employed."
1138,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",4-Rest period for apprentices or vocational trainees employed on night work.txt,"(1) Where a person who has attained the age of sixteen years but is under the age of eighteen years is employed during the night for purposes of apprenticeship or vocational training in an industrial undertaking by virtue of an authorization under subsection (3) of section 3, his employer in that undertaking shall grant him a rest period of at least thirteen consecutive hours between two working periods.

(2) A person who contravenes subsection (1) of this section shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding one thousand rupees or imprisonment of either description for a period not exceeding six months or both such fine and such imprisonment."
1139,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",5-Registers of industrial workers tinder the age of eighteen years.txt,"(1) The employer in a public or private industrial undertaking shall keep a register of the names, dates of birth, and hours of work of all persons under the age of eighteen years employed in that undertaking.

(2) A person who contravenes subsection (1) of this section shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding fifty rupees or, in the case of a second or subsequent offence, not exceeding two hundred rupees."
1140,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",6-Exhibition of provisions of this Part relating to workers under the age of eighteen years.txt,"(1) The employer of persons under the age of eighteen years in a public or private industrial undertaking shall keep exhibited, in some conspicuous place within the premises in which that undertaking is carried on, the provisions of this Part relating to persons under the age of eighteen years together with a translation of those provisions in Sinhalese and Tamil.

(2) A person who contravenes subsection (1) of this section shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding fifty rupees or, in the case of a second or subsequent offence, not exceeding two hundred rupees."
1141,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",7-Employment of children in industrial undertakings.txt,"(1) Subject to the provisions of subsection (2) of this section, no person shall employ a child in a public or private industrial undertaking or in a branch thereof.

(2) The provisions of subsection (1) of this section shall not apply-
(a) to an industrial undertaking in which only members of the same family are employed, and
(b) to work done by children in technical schools if such work is approved and supervised by public authority.

(3) If a child is employed in contravention of subsection (1) of this section, the employer and any person (other than the child employed) to whose act or default the contravention is attributable shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding one thousand rupees or imprisonment of either description for a period not exceeding six months or both such fine and such imprisonment."
1142,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",8-Registers of industrial workers who are women or young persons.txt,"(1) The employer in a public or private industrial undertaking shall keep a register of the names and dates of birth of all women and young persons employed in that undertaking.

(2) A person who contravenes subsection (1) of this section shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding fifty rupees or, in the case of a second or subsequent offence, not exceeding two hundred rupees."
1143,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",9-Minimum age for employment at sea.txt,"(1) Subject to the provisions of subsections (2) and (3) of this section-
(a) no master of a vessel which is registered in Ceylon as a British ship or which is owned by any person or body of persons resident or carrying on business in Ceylon shall employ a person under the age of fifteen years on that vessel, and
(b) no master of any other vessel shall engage in Ceylon a person under the age of fifteen years for employment on that vessel.

(2) The provisions of subsection (1) of this section shall not apply-
(a) to a vessel on which only members of the same family are employed, and
(b) to work done by persons under the age of fifteen years on school-ships or training-ships if such work is approved and supervised by public authority.

(3) Regulations may be made to provide that the authority designated in that behalf by the regulations may issue a certificate permitting a person who has attained the age of fourteen years and is under the age of fifteen years to be employed on a vessel if such authority is satisfied, after having due regard to the health and physical condition of such person and to the prospective as well as to the immediate benefit to him in the employment proposed, that such employment will be beneficial to him.

(4) If a person is employed in contravention of subsection (1) of this section, the employer and any person (other than the person employed) to whose act or default the contravention is attributable shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding one thousand rupees or imprisonment of either description for a period not exceeding six months or both such fine and such imprisonment."
1144,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",10-Registers of lists of crew under the age of sixteen years.txt,"(1) The master of a vessel which is registered in Ceylon as a British ship or which is owned by any person or body of persons resident or carrying on business in Ceylon shall keep a register of the names and dates of birth of all persons under the age of sixteen years employed on that vessel, or a list of such names and dates of birth in the articles of agreement with the crew of that vessel.

(2) A person who contravenes subsection (1) of this section shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding fifty rupees or, in the case of a second or subsequent offence, not exceeding two hundred rupees."
1145,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",11-Furnishing of information regarding employment of young persons employed on vessels.txt,"(1) The employer of any young person employed on a vessel and the parent or guardian of that young person shall, if required by an authorized officer, furnish to that officer such information regarding the employment of that young person as that officer may require.

(2) Any employer, parent or guardian who fails to comply with subsection (1) of this section or wilfully gives false information to an authorized officer regarding the employment of any young person employed on a vessel, shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding one thousand rupees or imprisonment of either description for a period not exceeding six months or both such fine and such imprisonment."
1146,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",12-Application of this Part.txt,This Part of this Act shall apply in relation to employment other than employment in industrial undertakings and at sea.
1147,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",13-Restrictions on employment of children.txt,"(1) Subject to any regulations made under section 14, no child shall be employed-
(a) before the close of school hours on any day on which he is required to attend school, or
(b) at any time between 8 p.m. and 6 a.m., or
(c) for more than two hours on any day on which he is required to attend school, or
(d) for more than two hours on any Sunday, or
(e) to lift, carry or move anything so heavy as to be likely to cause injury to him, or
(f) in any occupation likely to be injurious to his life, limb, health, or education, regard being had to his physical condition.

(2) No child shall engage or be employed in street trading.

(3) If a child is employed in contravention of any of the preceding provisions of this section, the employer and any person (other than the child employed) to whose act or default the contravention is attributable shall be guilty of an offence and shall,, on conviction after summary trial before a Magistrate, be liable to a fine not exceeding one thousand rupees or imprisonment of either description for a period not exceeding six months or both such fine and such imprisonment."
1148,employment,"Employment of Women, Young Persons, and Children Act, No. 47 of 1956",14-Regulations relating to employment of children.txt,"(1) Regulations may be made with respect to the employment of children, and any such regulations may distinguish between children of different ages and sexes and between different localities, trades, occupations and circumstances, and may contain provisions-
(a) authorizing-
(i) the employment of children by their parents or guardians in light agricultural or horticultural work, or
(ii) the employment of children for not more than one hour before the commencement of school hours on any day on which they are required to attend school, notwithstanding anything in paragraph (a) of subsection (1) of section 13, or
(iii) the employment of children in any school or other institution supervised by public authority and imparting any technical education or any other training for the purposes of any trade or occupation, or in any dramatic performance, notwithstanding anything in paragraphs (a), (b), (c) and (d) of subsection (1) of section 13;
(b) prohibiting absolutely the employment of children in any specified occupation; and
(c) prescribing-
(i) the age below which children are not to be employed,
(ii) the number of hours in each day, or in each week, for which, and the times of day at which, they may be employed,
(iii) the intervals to be allowed to them for meals and rest,
(iv) the holidays or half-holidays to be allowed to them, and
(v) any other conditions to be observed in relation to their employment; so, however, that no such regulations shall modify the restrictions contained in section 13 save in so far as is expressly permitted by paragraph (a) of this subsection, and any restriction contained in any such regulations shall have effect in addition to the said restrictions.

(2) Nothing in paragraph (b) or paragraph (c) of subsection (1) of section 13 or in any regulation made under this section shall prevent a child from taking part without fee or reward in an entertainment the net proceeds of which are devoted to any charitable or educational purpose or to any purpose other than the private profit of the promoters.

(3) If a child is employed in contravention of any regulation made under this section, the employer and any person (other than the child employed) to whose act or default the contravention is attributable shall be guilty of an offence and shall, on conviction after 57 summary trial before a Magistrate, be liable to a fine not exceeding one thousand rupees or imprisonment of either description for a period not exceeding six months or both such fine and such imprisonment."
